ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts)
64;01/12/2023 10:40:00;-33.075642000000016;-71.51504600000001;32;43;0;glass;wood;29
65;01/12/2023 10:50:00;-33.075642000000016;-71.51004600000002;33;111;2;suspicious presence;dry grass;435
66;01/12/2023 11:00:00;-33.075642000000016;-71.50504600000002;33;111;0;papers;trees;647
67;01/12/2023 11:10:00;-33.075642000000016;-71.50004600000003;32;108;0;smoking;electric connection;13
68;01/12/2023 11:20:00;-33.075642000000016;-71.49504600000003;31;111;0;bonfire;highway;102
69;01/12/2023 11:30:00;-33.075642000000016;-71.49004600000004;31;108;-2;burning waste;tent;71
70;01/12/2023 11:40:00;-33.08064200000002;-71.49004600000004;31;24;0;none;fuel recipient;
71;01/12/2023 11:50:00;-33.08064200000002;-71.49504600000003;32;21;0;lit campfire;highway;282
72;01/12/2023 12:00:00;-33.08064200000002;-71.50004600000003;27;21;16;grill on;highway;21
73;01/12/2023 12:10:00;-33.08064200000002;-71.50504600000002;26;18;16;glass;street;10
74;01/12/2023 12:20:00;-33.08064200000002;-71.51004600000002;26;18;14;lighting a grill;trash;272
75;01/12/2023 12:30:00;-33.08064200000002;-71.51504600000001;27;71;16;gas recipient;electric connection;236
76;01/12/2023 12:40:00;-33.08064200000002;-71.52004600000001;28;68;18;papers;trash;8
77;01/12/2023 12:50:00;-33.08064200000002;-71.525046;29;65;20;none;house;
78;01/12/2023 13:00:00;-33.08064200000002;-71.530046;29;62;22;dry grass;ground;299
79;01/12/2023 13:10:00;-33.08064200000002;-71.535046;30;65;22;fire;grass;56
80;01/12/2023 13:20:00;-33.08564200000002;-71.535046;31;29;24;lighting a grill;street;307
81;01/12/2023 13:30:00;-33.08564200000002;-71.530046;36;26;22;wastes;dry grass;1
82;01/12/2023 13:40:00;-33.08564200000002;-71.525046;37;29;24;wastes;tent;194
83;01/12/2023 13:50:00;-33.08564200000002;-71.52004600000001;36;32;26;bonfire;trash;224
84;01/12/2023 14:00:00;-33.08564200000002;-71.51504600000001;37;32;38;dry grass;tent;15
85;01/12/2023 14:10:00;-33.08564200000002;-71.51004600000002;36;105;40;dry grass;street;22
86;01/12/2023 14:20:00;-33.08564200000002;-71.50504600000002;35;102;40;lighting a grill;ground;20
87;01/12/2023 14:30:00;-33.08564200000002;-71.50004600000003;34;102;40;lighting a grill;tent;112
88;01/12/2023 14:40:00;-33.08564200000002;-71.49504600000003;35;99;40;burning waste;ground;516
89;01/12/2023 14:50:00;-33.08564200000002;-71.49004600000004;36;102;40;wastes;trees;10
90;01/12/2023 15:00:00;-33.08564200000002;-71.48504600000004;39;83;42;lighting a grill;street;222
91;01/12/2023 15:10:00;-33.08564200000002;-71.48004600000004;39;83;42;soldering;trees;50
92;01/12/2023 15:20:00;-33.08564200000002;-71.47504600000005;40;80;42;soldering;ground;101
93;01/12/2023 15:30:00;-33.08564200000002;-71.47004600000005;39;77;42;none;electric connection;
94;01/12/2023 15:40:00;-33.08564200000002;-71.46504600000006;38;80;40;glass;electric connection;102
95;01/12/2023 15:50:00;-33.08564200000002;-71.46004600000006;38;56;40;gas recipient;dry grass;67
96;01/12/2023 16:00:00;-33.08564200000002;-71.45504600000007;39;53;43;none;tent;
97;01/12/2023 16:10:00;-33.08564200000002;-71.45004600000007;38;53;45;fire;wood;15
98;01/12/2023 16:20:00;-33.08564200000002;-71.44504600000008;39;53;47;wood;trees;40
99;01/12/2023 16:30:00;-33.08564200000002;-71.44004600000008;15;53;47;wood;electric connection;92
100;01/12/2023 16:40:00;-33.08064200000002;-71.44004600000008;14;52;45;dry grass;road;498
101;01/12/2023 16:50:00;-33.08064200000002;-71.44504600000008;14;52;47;smoking;tent;26
102;01/12/2023 17:00:00;-33.08064200000002;-71.45004600000007;13;52;47;grill on;road;57
103;01/12/2023 17:10:00;-33.08064200000002;-71.45504600000007;13;49;49;grill on;highway;72
104;01/12/2023 17:20:00;-33.08064200000002;-71.46004600000006;14;52;51;glass bottle;grass;37
105;01/12/2023 17:30:00;-33.08064200000002;-71.46504600000006;15;95;51;lighting a grill;electric connection;66
106;01/12/2023 17:40:00;-33.08064200000002;-71.47004600000005;14;98;51;papers;electric connection;17
107;01/12/2023 17:50:00;-33.08064200000002;-71.47504600000005;15;98;51;lit campfire;electric connection;89
108;01/12/2023 18:00:00;-33.08064200000002;-71.48004600000004;25;95;5;none;fuel recipient;
109;01/12/2023 18:10:00;-33.08064200000002;-71.48504600000004;26;98;3;lighting a grill;road;44
110;01/12/2023 18:20:00;-33.075642000000016;-71.48504600000004;27;16;3;papers;ground;118
111;01/12/2023 18:30:00;-33.075642000000016;-71.48004600000004;28;16;3;illegal electricity connection;tent;204
112;01/12/2023 18:40:00;-33.075642000000016;-71.47504600000005;28;13;5;lighting a grill;grass;539
113;01/12/2023 18:50:00;-33.075642000000016;-71.47004600000005;27;13;5;illegal electricity connection;road;39
114;01/12/2023 19:00:00;-33.075642000000016;-71.46504600000006;28;13;5;soldering;highway;23
115;01/12/2023 19:10:00;-33.075642000000016;-71.46004600000006;27;78;3;bonfire;fuel recipient;104
116;01/12/2023 19:20:00;-33.075642000000016;-71.45504600000007;26;78;5;gas recipient;tent;1
117;01/12/2023 19:30:00;-33.075642000000016;-71.45004600000007;31;78;5;grill on;tent;68
118;01/12/2023 19:40:00;-33.075642000000016;-71.44504600000008;31;75;7;lit campfire;ground;100
119;01/12/2023 19:50:00;-33.075642000000016;-71.44004600000008;32;78;7;none;road;
120;01/12/2023 20:00:00;-33.070642000000014;-71.44004600000008;31;78;29;wastes;tent;26
121;01/12/2023 20:10:00;-33.070642000000014;-71.44504600000008;31;75;29;none;trees;
122;01/12/2023 20:20:00;-33.070642000000014;-71.45004600000007;32;78;29;suspicious presence;road;27
123;01/12/2023 20:30:00;-33.070642000000014;-71.45504600000007;31;81;29;dry grass;trees;545
124;01/12/2023 20:40:00;-33.070642000000014;-71.46004600000006;31;81;27;gas recipient;fuel recipient;70
125;01/12/2023 20:50:00;-33.070642000000014;-71.46504600000006;30;90;27;wastes;dry grass;132
126;01/12/2023 21:00:00;-33.070642000000014;-71.47004600000005;15;90;29;smoking;road;4
127;01/12/2023 21:10:00;-33.070642000000014;-71.47504600000005;15;87;27;wood;trees;223
128;01/12/2023 21:20:00;-33.070642000000014;-71.48004600000004;15;90;27;illegal electricity connection;electric connection;31
129;01/12/2023 21:30:00;-33.070642000000014;-71.48504600000004;15;93;29;grill on;electric connection;18
130;01/12/2023 21:40:00;-33.06564200000001;-71.48504600000004;16;46;29;suspicious presence;wood;9
131;01/12/2023 21:50:00;-33.06564200000001;-71.48004600000004;15;43;29;glass;tent;7
132;01/12/2023 22:00:00;-33.06564200000001;-71.47504600000005;14;46;36;smoking;electric connection;587
133;01/12/2023 22:10:00;-33.06564200000001;-71.47004600000005;15;43;34;dry grass;grass;50
134;01/12/2023 22:20:00;-33.06564200000001;-71.46504600000006;15;46;32;fire;trees;81
135;01/12/2023 22:30:00;-33.06564200000001;-71.46004600000006;17;59;32;none;dry grass;
136;01/12/2023 22:40:00;-33.06564200000001;-71.45504600000007;17;59;34;lit campfire;road;605
137;01/12/2023 22:50:00;-33.06564200000001;-71.45004600000007;16;59;34;burning waste;house;3
138;01/12/2023 23:00:00;-33.06564200000001;-71.44504600000008;15;56;32;dry grass;wood;108
139;01/12/2023 23:10:00;-33.06564200000001;-71.44004600000008;16;56;34;smoke;electric connection;23
140;01/12/2023 23:20:00;-33.06064200000001;-71.44004600000008;16;88;36;lit campfire;fuel recipient;968
141;01/12/2023 23:30:00;-33.06064200000001;-71.44504600000008;17;88;34;glass bottle;trees;39
142;01/12/2023 23:40:00;-33.06064200000001;-71.45004600000007;17;85;34;bonfire;electric connection;261
143;01/12/2023 23:50:00;-33.06064200000001;-71.45504600000007;16;85;36;none;fuel recipient;
144;02/12/2023 00:00:00;-33.045642;-71.535046;40;85;9;fire;wood;56
145;02/12/2023 00:10:00;-33.045642;-71.530046;41;108;9;bonfire;wood;101
146;02/12/2023 00:20:00;-33.045642;-71.525046;41;105;9;none;house;
147;02/12/2023 00:30:00;-33.045642;-71.52004600000001;40;105;9;lit campfire;house;70
148;02/12/2023 00:40:00;-33.045642;-71.51504600000001;41;108;9;gas recipient;fuel recipient;28
149;02/12/2023 00:50:00;-33.045642;-71.51004600000002;40;105;9;lit campfire;street;5
150;02/12/2023 01:00:00;-33.050642;-71.51004600000002;39;89;11;smoking;electric connection;14
151;02/12/2023 01:10:00;-33.050642;-71.51504600000001;39;89;11;wood;dry grass;70
152;02/12/2023 01:20:00;-33.050642;-71.52004600000001;39;86;11;glass;trash;20
153;02/12/2023 01:30:00;-33.050642;-71.525046;29;89;11;glass;fuel recipient;32
154;02/12/2023 01:40:00;-33.050642;-71.530046;29;86;13;lit campfire;grass;622
155;02/12/2023 01:50:00;-33.050642;-71.535046;28;60;15;lighting a grill;highway;15
156;02/12/2023 02:00:00;-33.050642;-71.54004599999999;29;57;21;glass bottle;electric connection;154
157;02/12/2023 02:10:00;-33.050642;-71.54504599999999;29;60;23;glass bottle;fuel recipient;22
158;02/12/2023 02:20:00;-33.050642;-71.55004599999998;30;63;21;illegal electricity connection;highway;128
159;02/12/2023 02:30:00;-33.050642;-71.55504599999998;30;66;21;lit campfire;street;258
160;02/12/2023 02:40:00;-33.055642000000006;-71.55504599999998;29;19;19;glass;trash;57
161;02/12/2023 02:50:00;-33.055642000000006;-71.55004599999998;28;16;17;bonfire;trash;10
162;02/12/2023 03:00:00;-33.055642000000006;-71.54504599999999;23;19;15;burning waste;dry grass;27
163;02/12/2023 03:10:00;-33.055642000000006;-71.54004599999999;23;22;15;none;fuel recipient;
164;02/12/2023 03:20:00;-33.055642000000006;-71.535046;24;22;13;gas recipient;electric connection;37
165;02/12/2023 03:30:00;-33.055642000000006;-71.530046;24;62;13;smoke;dry grass;104
166;02/12/2023 03:40:00;-33.055642000000006;-71.525046;24;62;11;glass bottle;fuel recipient;2
167;02/12/2023 03:50:00;-33.055642000000006;-71.52004600000001;25;65;9;suspicious presence;ground;509
168;02/12/2023 04:00:00;-33.055642000000006;-71.51504600000001;25;65;8;bonfire;dry grass;55
169;02/12/2023 04:10:00;-33.055642000000006;-71.51004600000002;26;65;10;gas recipient;wood;117
170;02/12/2023 04:20:00;-33.06064200000001;-71.51004600000002;27;23;8;glass;grass;21
171;02/12/2023 04:30:00;-33.06064200000001;-71.51504600000001;22;20;6;smoke;trash;899
172;02/12/2023 04:40:00;-33.06064200000001;-71.52004600000001;21;23;6;burning waste;highway;17
173;02/12/2023 04:50:00;-33.06064200000001;-71.525046;22;23;8;grill on;electric connection;247
174;02/12/2023 05:00:00;-33.06064200000001;-71.530046;23;23;6;smoking;grass;68
175;02/12/2023 05:10:00;-33.06064200000001;-71.535046;23;84;4;glass;trash;20
176;02/12/2023 05:20:00;-33.06064200000001;-71.54004599999999;22;84;2;glass bottle;fuel recipient;53
177;02/12/2023 05:30:00;-33.06064200000001;-71.54504599999999;21;84;4;gas recipient;dry grass;691
178;02/12/2023 05:40:00;-33.06064200000001;-71.55004599999998;21;87;4;burning waste;ground;449
179;02/12/2023 05:50:00;-33.06064200000001;-71.55504599999998;20;84;2;none;tent;
180;02/12/2023 06:00:00;-33.06064200000001;-71.56004599999997;38;44;29;wood;electric connection;372
181;02/12/2023 06:10:00;-33.06064200000001;-71.56504599999997;39;44;27;wood;grass;7
182;02/12/2023 06:20:00;-33.06064200000001;-71.57004599999996;39;44;27;burning waste;road;36
183;02/12/2023 06:30:00;-33.06064200000001;-71.57504599999996;40;44;29;lit campfire;wood;144
184;02/12/2023 06:40:00;-33.06064200000001;-71.58004599999995;39;47;29;lighting a grill;wood;173
185;02/12/2023 06:50:00;-33.06064200000001;-71.58504599999995;38;24;29;dry grass;trash;36
186;02/12/2023 07:00:00;-33.06064200000001;-71.59004599999994;37;24;31;gas recipient;wood;803
187;02/12/2023 07:10:00;-33.06064200000001;-71.59504599999994;37;21;33;none;fuel recipient;
188;02/12/2023 07:20:00;-33.06064200000001;-71.60004599999994;37;18;35;dry grass;house;268
189;02/12/2023 07:30:00;-33.06064200000001;-71.60504599999993;38;18;37;smoking;street;22
190;02/12/2023 07:40:00;-33.055642000000006;-71.60504599999993;39;55;39;soldering;electric connection;578
191;02/12/2023 07:50:00;-33.055642000000006;-71.60004599999994;40;58;39;soldering;grass;485
192;02/12/2023 08:00:00;-33.055642000000006;-71.59504599999994;39;55;54;papers;fuel recipient;25
193;02/12/2023 08:10:00;-33.055642000000006;-71.59004599999994;40;52;52;dry grass;electric connection;559
194;02/12/2023 08:20:00;-33.055642000000006;-71.58504599999995;39;52;50;gas recipient;ground;7
195;02/12/2023 08:30:00;-33.055642000000006;-71.58004599999995;39;39;48;smoking;tent;102
196;02/12/2023 08:40:00;-33.055642000000006;-71.57504599999996;39;42;48;bonfire;street;18
197;02/12/2023 08:50:00;-33.055642000000006;-71.57004599999996;39;45;50;fire;grass;409
198;02/12/2023 09:00:00;-33.055642000000006;-71.56504599999997;39;45;52;lighting a grill;trees;88
199;02/12/2023 09:10:00;-33.055642000000006;-71.56004599999997;40;42;50;smoke;trash;145
200;02/12/2023 09:20:00;-33.050642;-71.56004599999997;40;107;52;papers;dry grass;48
201;02/12/2023 09:30:00;-33.050642;-71.56504599999997;41;107;50;dry grass;dry grass;173
202;02/12/2023 09:40:00;-33.050642;-71.57004599999996;41;104;48;lighting a grill;ground;150
203;02/12/2023 09:50:00;-33.050642;-71.57504599999996;42;104;50;illegal electricity connection;tent;27
204;02/12/2023 10:00:00;-33.050642;-71.58004599999995;42;101;49;dry grass;trash;368
205;02/12/2023 10:10:00;-33.050642;-71.58504599999995;43;74;51;suspicious presence;ground;57
206;02/12/2023 10:20:00;-33.050642;-71.59004599999994;42;71;53;lit campfire;trees;835
207;02/12/2023 10:30:00;-33.050642;-71.59504599999994;23;74;51;wood;road;25
208;02/12/2023 10:40:00;-33.050642;-71.60004599999994;22;77;53;burning waste;road;96
209;02/12/2023 10:50:00;-33.050642;-71.60504599999993;21;74;53;papers;wood;1
210;02/12/2023 11:00:00;-33.045642;-71.60504599999993;20;54;51;bonfire;fuel recipient;654
211;02/12/2023 11:10:00;-33.045642;-71.60004599999994;21;57;51;fire;dry grass;622
212;02/12/2023 11:20:00;-33.045642;-71.59504599999994;20;60;49;dry grass;wood;409
213;02/12/2023 11:30:00;-33.045642;-71.59004599999994;20;63;51;smoking;wood;309
214;02/12/2023 11:40:00;-33.045642;-71.58504599999995;20;66;51;lighting a grill;road;84
215;02/12/2023 11:50:00;-33.045642;-71.58004599999995;19;37;51;smoking;ground;34
216;02/12/2023 12:00:00;-33.045642;-71.57504599999996;23;34;10;wood;dry grass;87
217;02/12/2023 12:10:00;-33.045642;-71.57004599999996;23;31;12;glass bottle;wood;128
218;02/12/2023 12:20:00;-33.045642;-71.56504599999997;24;31;10;smoking;dry grass;88
219;02/12/2023 12:30:00;-33.045642;-71.56004599999997;23;31;8;papers;highway;133
220;02/12/2023 12:40:00;-33.040642;-71.56004599999997;24;114;6;none;trash;
221;02/12/2023 12:50:00;-33.040642;-71.56504599999997;24;117;6;smoke;fuel recipient;7
222;02/12/2023 13:00:00;-33.040642;-71.57004599999996;25;117;6;wood;highway;126
223;02/12/2023 13:10:00;-33.040642;-71.57504599999996;25;114;8;suspicious presence;tent;5
224;02/12/2023 13:20:00;-33.040642;-71.58004599999995;26;117;6;wastes;house;113
225;02/12/2023 13:30:00;-33.040642;-71.58504599999995;26;40;8;glass bottle;trees;113
226;02/12/2023 13:40:00;-33.040642;-71.59004599999994;25;37;6;none;wood;
227;02/12/2023 13:50:00;-33.040642;-71.59504599999994;24;40;4;glass bottle;fuel recipient;46
228;02/12/2023 14:00:00;-33.040642;-71.60004599999994;24;37;49;burning waste;electric connection;42
229;02/12/2023 14:10:00;-33.040642;-71.60504599999993;25;34;47;gas recipient;trees;387
230;02/12/2023 14:20:00;-33.035641999999996;-71.60504599999993;26;21;49;wastes;wood;9
231;02/12/2023 14:30:00;-33.035641999999996;-71.60004599999994;25;24;47;none;tent;
232;02/12/2023 14:40:00;-33.035641999999996;-71.59504599999994;25;24;45;papers;trees;123
233;02/12/2023 14:50:00;-33.035641999999996;-71.59004599999994;24;21;47;lighting a grill;fuel recipient;291
234;02/12/2023 15:00:00;-33.035641999999996;-71.58504599999995;23;18;47;soldering;house;19
235;02/12/2023 15:10:00;-33.035641999999996;-71.58004599999995;24;42;47;smoke;road;37
236;02/12/2023 15:20:00;-33.035641999999996;-71.57504599999996;24;45;45;illegal electricity connection;wood;368
237;02/12/2023 15:30:00;-33.035641999999996;-71.57004599999996;25;48;43;glass;trash;103
238;02/12/2023 15:40:00;-33.035641999999996;-71.56504599999997;24;48;41;glass;street;46
239;02/12/2023 15:50:00;-33.035641999999996;-71.56004599999997;25;45;41;fire;highway;287
240;02/12/2023 16:00:00;-33.03064199999999;-71.56004599999997;24;45;23;burning waste;ground;275
241;02/12/2023 16:10:00;-33.03064199999999;-71.56504599999997;24;42;21;grill on;dry grass;301
242;02/12/2023 16:20:00;-33.03064199999999;-71.57004599999996;25;42;23;papers;dry grass;249
243;02/12/2023 16:30:00;-33.03064199999999;-71.57504599999996;39;39;25;gas recipient;street;22
244;02/12/2023 16:40:00;-33.03064199999999;-71.58004599999995;39;42;23;lighting a grill;highway;7
245;02/12/2023 16:50:00;-33.03064199999999;-71.58504599999995;38;25;25;smoking;tent;72
246;02/12/2023 17:00:00;-33.03064199999999;-71.59004599999994;39;25;27;grill on;ground;62
247;02/12/2023 17:10:00;-33.03064199999999;-71.59504599999994;38;22;29;suspicious presence;ground;7
248;02/12/2023 17:20:00;-33.03064199999999;-71.60004599999994;38;19;29;burning waste;house;39
249;02/12/2023 17:30:00;-33.03064199999999;-71.60504599999993;38;19;29;illegal electricity connection;trash;487
250;02/12/2023 17:40:00;-33.02564199999999;-71.60504599999993;37;91;31;soldering;house;8
251;02/12/2023 17:50:00;-33.02564199999999;-71.60004599999994;38;94;29;gas recipient;electric connection;348
252;02/12/2023 18:00:00;-33.02564199999999;-71.59504599999994;37;94;47;bonfire;tent;60
253;02/12/2023 18:10:00;-33.02564199999999;-71.59004599999994;37;94;49;none;dry grass;
254;02/12/2023 18:20:00;-33.02564199999999;-71.58504599999995;36;94;49;lit campfire;fuel recipient;21
255;02/12/2023 18:30:00;-33.02564199999999;-71.58004599999995;35;105;49;glass;highway;76
256;02/12/2023 18:40:00;-33.02564199999999;-71.57504599999996;36;102;47;none;trash;
257;02/12/2023 18:50:00;-33.02564199999999;-71.57004599999996;35;102;45;smoking;house;11
258;02/12/2023 19:00:00;-33.02564199999999;-71.56504599999997;35;99;45;illegal electricity connection;highway;46
259;02/12/2023 19:10:00;-33.02564199999999;-71.56004599999997;36;102;47;none;wood;
260;02/12/2023 19:20:00;-33.02064199999999;-71.56004599999997;35;84;45;glass bottle;road;40
261;02/12/2023 19:30:00;-33.02064199999999;-71.56504599999997;17;87;47;soldering;house;392
262;02/12/2023 19:40:00;-33.02064199999999;-71.57004599999996;18;90;45;smoke;electric connection;475
263;02/12/2023 19:50:00;-33.02064199999999;-71.57504599999996;17;87;47;illegal electricity connection;trash;614
264;02/12/2023 20:00:00;-33.02064199999999;-71.58004599999995;17;84;45;bonfire;electric connection;38
265;02/12/2023 20:10:00;-33.02064199999999;-71.58504599999995;18;70;47;glass;wood;38
266;02/12/2023 20:20:00;-33.02064199999999;-71.59004599999994;18;70;49;soldering;grass;11
267;02/12/2023 20:30:00;-33.02064199999999;-71.59504599999994;19;70;47;papers;fuel recipient;51
268;02/12/2023 20:40:00;-33.02064199999999;-71.60004599999994;20;70;45;papers;house;33
269;02/12/2023 20:50:00;-33.02064199999999;-71.60504599999993;19;70;45;fire;trees;105
270;02/12/2023 21:00:00;-33.02064199999999;-71.61004599999993;39;104;43;dry grass;electric connection;115
271;02/12/2023 21:10:00;-33.02064199999999;-71.61504599999992;39;107;41;glass bottle;wood;69
272;02/12/2023 21:20:00;-33.02064199999999;-71.62004599999992;38;107;43;bonfire;ground;130
273;02/12/2023 21:30:00;-33.02064199999999;-71.62504599999991;38;104;45;wood;wood;483
274;02/12/2023 21:40:00;-33.02064199999999;-71.63004599999991;37;107;47;illegal electricity connection;ground;36
275;02/12/2023 21:50:00;-33.02064199999999;-71.6350459999999;36;23;49;gas recipient;trash;156
276;02/12/2023 22:00:00;-33.02064199999999;-71.6400459999999;35;23;38;suspicious presence;trash;613
277;02/12/2023 22:10:00;-33.02064199999999;-71.6450459999999;36;26;40;none;ground;
278;02/12/2023 22:20:00;-33.02064199999999;-71.65004599999989;36;26;38;smoke;grass;342
279;02/12/2023 22:30:00;-33.02064199999999;-71.65504599999988;38;29;40;grill on;trash;365
280;02/12/2023 22:40:00;-33.02564199999999;-71.65504599999988;37;70;38;fire;dry grass;954
281;02/12/2023 22:50:00;-33.02564199999999;-71.65004599999989;36;70;40;soldering;fuel recipient;243
282;02/12/2023 23:00:00;-33.02564199999999;-71.6450459999999;37;67;38;fire;house;404
283;02/12/2023 23:10:00;-33.02564199999999;-71.6400459999999;37;64;40;none;fuel recipient;
284;02/12/2023 23:20:00;-33.02564199999999;-71.6350459999999;36;61;42;none;trees;
285;02/12/2023 23:30:00;-33.02564199999999;-71.63004599999991;37;32;40;fire;grass;403
286;02/12/2023 23:40:00;-33.02564199999999;-71.62504599999991;38;35;38;illegal electricity connection;highway;669
287;02/12/2023 23:50:00;-33.02564199999999;-71.62004599999992;39;38;36;glass bottle;highway;477
